"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071773","GO:0071773","cellular response to BMP stimulus","20/697","170/18670",5.75898614917375e-06,0.000421621437254983,0.000347540857472397,"FSTL3/SMPD3/SOSTDC1/COMP/RBPMS2/SFRP2/HTRA3/TDGF1/SLC39A5/SULF1/SFRP4/RGMA/CHRDL1/ROR2/SFRP1/HEYL/ID1/GREM1/TGFBR3/FBN1",20
"GO:0046677","GO:0046677","response to antibiotic","30/697","327/18670",5.83963209494436e-06,0.000421621437254983,0.000347540857472397,"SPHK1/CFTR/FABP1/ADH6/APOBEC1/SMPD3/TRPA1/PLA2G4F/COL1A1/HPGD/TNC/LCN2/CLDN18/AOC3/GNAO1/KCNMB1/CYP1B1/AXL/CRYAB/GGH/ADCY5/MYB/ID1/PDGFRB/OXCT1/CLU/KLF2/AREG/AQP1/MAOB",30
"GO:0040013","GO:0040013","negative regulation of locomotion","34/697","396/18670",6.0812601526339e-06,0.000432414452974408,0.000356437496984523,"PBLD/PPARG/ADTRP/TGFB1/CCL28/PADI2/PTPRU/APOE/IL33/SFRP2/FBLN1/SULF1/CCL21/MMP28/DPEP1/CYP1B1/SFRP1/SLIT2/MEOX2/PODN/EMILIN1/DPYSL3/MYOCD/GREM1/SERPINF1/IGFBP5/CXCL12/DCN/DACH1/COL3A1/PTPRO/BST2/APOD/SERPINE1",34
"GO:0030509","GO:0030509","BMP signaling pathway","19/697","157/18670",6.48715115016577e-06,0.000454391049966089,0.000374552717625439,"FSTL3/SMPD3/SOSTDC1/COMP/RBPMS2/SFRP2/HTRA3/TDGF1/SLC39A5/SULF1/SFRP4/RGMA/CHRDL1/ROR2/SFRP1/ID1/GREM1/TGFBR3/FBN1",19
"GO:0000302","GO:0000302","response to reactive oxygen species","24/697","232/18670",6.72307578927911e-06,0.000463991098221865,0.000382465998848308,"SPHK1/FABP1/SMPD3/TRPA1/AKR1C3/APOE/COL1A1/LCN2/S100A7/DPEP1/GNAO1/CYP1B1/FBLN5/AXL/CRYAB/MYB/PDGFRB/CCL19/KLF2/AREG/AQP1/MMP2/APOD/SOD3",24
"GO:0001558","GO:0001558","regulation of cell growth","35/697","416/18670",6.95032880026291e-06,0.00047272308782078,0.000389663742806502,"PPARG/SGK2/SPHK1/TGFB1/SLC44A4/APOE/SFRP2/L1CAM/CDHR2/FN1/SPOCK1/CRABP2/SPP1/GNG4/GAL/DPYSL2/DACT3/SLIT3/PTPRS/MAP1B/FHL1/LTBP4/SFRP1/SLIT2/NTN1/FBLN5/DBN1/CRYAB/MYOCD/PI16/CXCR4/IGFBP5/CXCL12/BST2/MUC12",35
"GO:0050673","GO:0050673","epithelial cell proliferation","36/697","434/18670",7.06789440203143e-06,0.000473289141099239,0.000390130338250631,"PBLD/PPARG/EGFL7/TGFB1/XDH/APOE/SFRP2/IHH/SULF1/THBS4/ODAM/REG3A/SDR16C5/FGFR1/NRP2/AKT3/SFRP1/NGFR/CAV1/LIMS2/CD109/KLF9/ID1/TGFBR3/COL8A2/FGF7/SERPINF1/IGFBP5/CXCL12/COL8A1/SCG2/AREG/EREG/VIP/CCL5/FGFBP1",36
"GO:0001523","GO:0001523","retinoid metabolic process","15/697","104/18670",7.16035137823267e-06,0.000473289141099239,0.000390130338250631,"AKR1B10/CYP2C18/ADH6/CYP3A5/ADH4/ADH1C/DHRS9/AKR1C3/APOE/CRABP2/RBP2/ADH1B/SDR16C5/CYP1B1/HSPG2",15
"GO:0030278","GO:0030278","regulation of ossification","22/697","203/18670",7.68146782793272e-06,0.000500682340506781,0.000412710442509543,"LTBP3/TGFB1/FAM20C/COMP/SFRP2/PDLIM7/HAND2/DDR2/SFRP1/TGFB3/TWIST2/MGP/ID1/GREM1/OMD/AXIN2/IGFBP5/CEBPA/AREG/SIX2/LRP4/CTHRC1",22
"GO:0045785","GO:0045785","positive regulation of cell adhesion","34/697","403/18670",8.84860829255536e-06,0.000568856420780306,0.000468906063087829,"EPB41L4B/FSTL3/HHLA2/LGALS1/TGFB1/CCL28/OLFM4/CD24/VAV3/ITGA5/FLNA/PTPRU/SFRP2/FBLN2/AGR2/FN1/IHH/CEACAM6/CCL21/SAA1/CCDC80/SFRP1/ABI3BP/MYOC/MYADM/EMILIN1/CAV1/MYB/LIMS2/CXCL12/COL8A1/CCL19/ITGB2/CCL5",34
"GO:0031102","GO:0031102","neuron projection regeneration","11/697","59/18670",9.90294176974435e-06,0.000619199359944016,0.000510403545660224,"TNC/SPP1/MATN2/LAMB2/JAM3/PTPRS/MAP1B/RGMA/PRRX1/APOD/FOLR1",11
"GO:0006721","GO:0006721","terpenoid metabolic process","16/697","120/18670",1.00275199990934e-05,0.000619199359944016,0.000510403545660224,"AKR1B10/HMGCS2/CYP2C18/ADH6/CYP3A5/ADH4/ADH1C/DHRS9/AKR1C3/APOE/CRABP2/RBP2/ADH1B/SDR16C5/CYP1B1/HSPG2",16
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","16/697","120/18670",1.00275199990934e-05,0.000619199359944016,0.000510403545660224,"PBLD/TGFB1/HTRA3/TGFB1I1/LTBP4/TGFB3/EMILIN1/ZEB1/CAV1/MYOCD/CD109/TGFBR3/FBN1/LTBP1/ASPN/FOLR1",16
"GO:0010712","GO:0010712","regulation of collagen metabolic process","10/697","49/18670",1.08343871789796e-05,0.000660334792609755,0.000544311317604237,"PPARG/TGFB1/IHH/TGFB3/EMILIN1/MYB/MFAP4/VIM/PDGFRB/CCN2",10
"GO:0031214","GO:0031214","biomineral tissue development","19/697","163/18670",1.12117360829082e-05,0.000674572787654977,0.000556047639739375,"LTBP3/TGFB1/FAM20C/SMPD3/COL1A1/COMP/ODAM/SPP1/ROR2/DDR2/TGFB3/MGP/GREM1/OMD/AXIN2/FGFR3/ASPN/COL1A2/GPNMB",19
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","16/697","122/18670",1.24108832870085e-05,0.000737269307163683,0.000607728128977432,"PBLD/TGFB1/HTRA3/TGFB1I1/LTBP4/TGFB3/EMILIN1/ZEB1/CAV1/MYOCD/CD109/TGFBR3/FBN1/LTBP1/ASPN/FOLR1",16
"GO:0034329","GO:0034329","cell junction assembly","24/697","241/18670",1.28219419188919e-05,0.000752167167816999,0.000620008375683262,"POF1B/ACE2/ITGA5/FLNA/FSCN1/CDH17/COL17A1/FN1/FLNC/TNS1/CNTNAP1/TLN1/ACTN1/SFRP1/HEG1/MYOC/FERMT2/CAV1/LIMS2/CLDN5/SORBS1/PTPRO/GJB1/APOD",24
"GO:0097529","GO:0097529","myeloid leukocyte migration","22/697","210/18670",1.3205772777906e-05,0.000765119649959421,0.000630685054695318,"VAV3/THBS4/CCL21/CHGA/MMP28/S100A7/SAA1/PPBP/JAM3/ROR2/SLIT2/EMILIN1/GREM1/CCL20/CXCL12/CCL19/SCG2/ITGB2/PTPRO/CXCL3/CCL5/SERPINE1",22
"GO:0016101","GO:0016101","diterpenoid metabolic process","15/697","110/18670",1.43473242162147e-05,0.000821121860325554,0.000676847451791898,"AKR1B10/CYP2C18/ADH6/CYP3A5/ADH4/ADH1C/DHRS9/AKR1C3/APOE/CRABP2/RBP2/ADH1B/SDR16C5/CYP1B1/HSPG2",15
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","32/697","378/18670",1.5105663366925e-05,0.000848449449299785,0.000699373473634127,"PBLD/PPARG/EGFL7/TGFB1/XDH/APOE/SFRP2/IHH/SULF1/THBS4/ODAM/REG3A/FGFR1/NRP2/AKT3/SFRP1/NGFR/CAV1/LIMS2/CD109/KLF9/ID1/TGFBR3/FGF7/SERPINF1/CXCL12/SCG2/AREG/EREG/VIP/CCL5/FGFBP1",32
"GO:0034308","GO:0034308","primary alcohol metabolic process","13/697","85/18670",1.51863954274839e-05,0.000848449449299785,0.000699373473634127,"SULT1B1/AKR1B10/ADH6/ADH4/ADH1C/DHRS9/AKR1C3/SULT1E1/ADH1B/SDR16C5/CACNA1H/CYP1B1/GPD1",13
"GO:0072001","GO:0072001","renal system development","27/697","293/18670",1.56411489074344e-05,0.000863575433206936,0.000711841761421936,"FSTL3/GLIS2/TGFB1/CA2/CD24/HPGD/SULF1/LAMB2/FGFR1/KANK2/TNS2/SFRP1/SLIT2/ACTA2/WWTR1/ADAMTS1/HEYL/MYOCD/OVOL1/SOX8/SERPINF1/FBN1/PDGFRB/DCN/PTPRO/SIX2/LRP4",27
"GO:0042572","GO:0042572","retinol metabolic process","9/697","41/18670",1.60320715213902e-05,0.000874866414533539,0.000721148871984199,"AKR1B10/ADH6/ADH4/ADH1C/DHRS9/AKR1C3/ADH1B/SDR16C5/CYP1B1",9
"GO:0042573","GO:0042573","retinoic acid metabolic process","8/697","32/18670",1.72027605546815e-05,0.000921864781446215,0.000759889437082068,"CYP2C18/ADH6/CYP3A5/ADH1C/DHRS9/AKR1C3/CRABP2/ADH1B",8
"GO:0001822","GO:0001822","kidney development","26/697","278/18670",1.72861923646424e-05,0.000921864781446215,0.000759889437082068,"FSTL3/GLIS2/TGFB1/CA2/CD24/HPGD/SULF1/LAMB2/FGFR1/KANK2/TNS2/SFRP1/SLIT2/ACTA2/WWTR1/ADAMTS1/HEYL/OVOL1/SOX8/SERPINF1/FBN1/PDGFRB/DCN/PTPRO/SIX2/LRP4",26
"GO:0010466","GO:0010466","negative regulation of peptidase activity","25/697","262/18670",1.77795089513244e-05,0.000937519500096243,0.000772793558795001,"FABP1/SPINK1/SERPING1/SFRP2/SPOCK1/SPINK4/C3/PCSK1N/MAGEA3/DPEP1/WNT9A/CRYAB/NGFR/CD109/PI16/TIMP2/SERPINF1/TIMP3/VIL1/A2M/COL6A3/AQP1/BST2/SERPINE1/PI3",25
"GO:0031032","GO:0031032","actomyosin structure organization","21/697","199/18670",1.84803393749688e-05,0.000963647029852539,0.000794330376643396,"EPB41L4B/OBSL1/CAPN9/TNNT1/CNN1/MYH11/TMOD1/LDB3/CASQ2/LMOD1/CSRP1/SFRP1/CFL2/TGFB3/MYOC/PGM5/MYH10/PDGFRB/CCN2/SORBS1/ELN",21
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","19/697","169/18670",1.88262434245847e-05,0.000970896268039299,0.000800305894567368,"PPARG/SMPD3/NOX1/RBPMS2/HPGD/CNN1/OGN/TGFB3/ADAMTS1/MYB/MYOCD/PDGFRB/IGFBP5/EREG/VIP/MMP2/ELN/CCL5/APOD",19
"GO:0003418","GO:0003418","growth plate cartilage chondrocyte differentiation","7/697","24/18670",1.9470851158886e-05,0.000972092600943107,0.000801292026975433,"COL6A2/COL6A1/MATN2/ANXA6/COL14A1/SCARA3/COL6A3",7
"GO:0003433","GO:0003433","chondrocyte development involved in endochondral bone morphogenesis","7/697","24/18670",1.9470851158886e-05,0.000972092600943107,0.000801292026975433,"COL6A2/COL6A1/SMPD3/MATN2/COL14A1/SCARA3/COL6A3",7
"GO:0060343","GO:0060343","trabecula formation","7/697","24/18670",1.9470851158886e-05,0.000972092600943107,0.000801292026975433,"SLC40A1/COL1A1/SFRP1/ADAMTS1/GREM1/TGFBR3/MMP2",7
"GO:0060840","GO:0060840","artery development","14/697","100/18670",2.03353588803964e-05,0.00100456672869158,0.000828060320060462,"APOE/COMP/HPGD/HAND2/AKT3/MYLK/LOXL1/MYOCD/MYH10/PDGFRB/LTBP1/PRRX1/COL3A1/FOLR1",14
"GO:0048545","GO:0048545","response to steroid hormone","32/697","385/18670",2.17799394126637e-05,0.00104522251989313,0.000861572725471812,"PPARG/ADTRP/PAQR8/NR1I2/TGFB1/ABCA3/CA2/SCGB2A1/HSD11B2/PADI2/AKR1C3/PTPRU/COL1A1/SPP1/KANK2/TGFB1I1/ATP1A2/SLIT3/FBXO32/SFRP1/SLIT2/BCHE/TGFB3/PER1/CAV1/HEYL/KLF9/SERPINF1/CCN2/AREG/AQP1/MAOB",32
"GO:0006690","GO:0006690","icosanoid metabolic process","15/697","114/18670",2.21574072978671e-05,0.00104522251989313,0.000861572725471812,"CYP2C18/GGT6/PLA2G4F/AKR1C3/HPGD/CYP2B6/GSTA1/DPEP1/CYP1B1/GGT5/PTGIS/CYP2J2/PTGDS/GGT1/CYP4F2",15
"GO:0048659","GO:0048659","smooth muscle cell proliferation","19/697","171/18670",2.22420085720725e-05,0.00104522251989313,0.000861572725471812,"PPARG/SMPD3/NOX1/RBPMS2/HPGD/CNN1/OGN/TGFB3/ADAMTS1/MYB/MYOCD/PDGFRB/IGFBP5/EREG/VIP/MMP2/ELN/CCL5/APOD",19
"GO:0034103","GO:0034103","regulation of tissue remodeling","13/697","88/18670",2.22719480053938e-05,0.00104522251989313,0.000861572725471812,"LTBP3/TGFB1/CA2/THBS4/SPP1/PDK4/CLDN18/HAND2/SFRP1/CARTPT/GREM1/CSF1R/GPNMB",13
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","13/697","88/18670",2.22719480053938e-05,0.00104522251989313,0.000861572725471812,"PADI2/CCL21/TFF2/PPBP/SLIT3/SLIT2/ACKR1/CXCR4/CCL20/CXCL12/CCL19/CXCL3/CCL5",13
"GO:0035988","GO:0035988","chondrocyte proliferation","6/697","17/18670",2.3042947248133e-05,0.00107069852906424,0.000882572497518381,"COMP/IHH/DDR2/CCN2/FGFR3/SIX2",6
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","24/697","250/18670",2.35683931418502e-05,0.00108437714720297,0.000893847727515989,"FABP1/SPINK1/SERPING1/SFRP2/SPOCK1/SPINK4/C3/PCSK1N/MAGEA3/DPEP1/WNT9A/CRYAB/NGFR/CD109/TIMP2/SERPINF1/TIMP3/VIL1/A2M/COL6A3/AQP1/BST2/SERPINE1/PI3",24
"GO:0030324","GO:0030324","lung development","19/697","172/18670",2.41493991685884e-05,0.00110032165338044,0.000906990719923989,"LTBP3/FSTL3/RCN3/SMPD3/ADAMTS2/AGR2/TNC/FGFR1/HEG1/TGFB3/MYOCD/ID1/CRISPLD2/FGF7/PDGFRB/IGFBP5/CCN2/CEBPA/KLF2",19
"GO:0034754","GO:0034754","cellular hormone metabolic process","16/697","129/18670",2.52168775530414e-05,0.00113008092718189,0.000931521169803505,"AKR1B10/UGT2B7/CYP2C18/ADH6/CYP3A5/ADH4/ADH1C/DHRS9/AKR1C3/SULT1E1/CRABP2/SPP1/ADH1B/SDR16C5/CACNA1H/CYP1B1",16
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","27/697","301/18670",2.52841460375237e-05,0.00113008092718189,0.000931521169803505,"XK/OLFM4/FLNA/OBSL1/APOE/PTPRD/L1CAM/FN1/FBLN1/CRABP2/SPP1/DPYSL2/PTPRS/MAP1B/METRN/CHRNA3/SLIT2/NTN1/MYOC/MYADM/DBN1/NGFR/LIMS2/ID1/CXCL12/PTPRO/LRP4",27
"GO:0048678","GO:0048678","response to axon injury","12/697","77/18670",2.64832422358429e-05,0.00116945327032369,0.000963975634133602,"LGALS1/TNC/SPP1/MATN2/LAMB2/JAM3/PTPRS/MAP1B/RGMA/DPYSL3/APOD/FOLR1",12
"GO:0070206","GO:0070206","protein trimerization","10/697","54/18670",2.66634348869879e-05,0.00116945327032369,0.000963975634133602,"COL6A2/COL6A1/COL1A1/ITLN1/OTC/LCN2/EMILIN1/C1QTNF1/MGST1/COL1A2",10
"GO:0046849","GO:0046849","bone remodeling","13/697","90/18670",2.84695826042018e-05,0.00123000881998661,0.00101389133052604,"LTBP3/TGFB1/CA2/IHH/SPP1/PDK4/CLDN18/SFRP1/CARTPT/TGFB3/GREM1/CSF1R/CTHRC1",13
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","14/697","103/18670",2.85682849730536e-05,0.00123000881998661,0.00101389133052604,"ITGB6/VAV3/ITGA5/FLNA/CDH17/ITGA7/TLN1/FERMT2/ADAMTS1/LIMS2/ITGAM/CCN2/ITGB2/COL3A1",14
"GO:0032965","GO:0032965","regulation of collagen biosynthetic process","9/697","44/18670",2.93508231935924e-05,0.00125221284770481,0.00103219402140146,"PPARG/TGFB1/IHH/TGFB3/EMILIN1/MYB/VIM/PDGFRB/CCN2",9
"GO:0060326","GO:0060326","cell chemotaxis","27/697","304/18670",3.01101104511767e-05,0.00127303376889524,0.00104935662312067,"CCL28/VAV3/C10orf99/PADI2/CXCL14/THBS4/CCL21/CHGA/MMP28/S100A7/SAA1/PPBP/FGFR1/JAM3/SLIT2/GREM1/CXCR4/PDGFRB/CCL20/CXCL12/CCL19/SCG2/ITGB2/PTPRO/CXCL3/CCL5/SERPINE1",27
"GO:0016049","GO:0016049","cell growth","37/697","484/18670",3.21262019956038e-05,0.00134614523183365,0.00110962210840079,"PPARG/SGK2/SPHK1/TGFB1/SLC44A4/APOE/SFRP2/L1CAM/CDHR2/FN1/SPOCK1/CRABP2/SPP1/GNG4/GAL/LAMB2/DPYSL2/DACT3/SLIT3/PTPRS/MAP1B/FHL1/NRP2/LTBP4/SFRP1/SLIT2/NTN1/FBLN5/DBN1/CRYAB/MYOCD/PI16/CXCR4/IGFBP5/CXCL12/BST2/MUC12",37
"GO:0030323","GO:0030323","respiratory tube development","19/697","176/18670",3.33252278294497e-05,0.00134670405386672,0.00111008274315839,"LTBP3/FSTL3/RCN3/SMPD3/ADAMTS2/AGR2/TNC/FGFR1/HEG1/TGFB3/MYOCD/ID1/CRISPLD2/FGF7/PDGFRB/IGFBP5/CCN2/CEBPA/KLF2",19
"GO:0003414","GO:0003414","chondrocyte morphogenesis involved in endochondral bone morphogenesis","6/697","18/18670",3.34754880183279e-05,0.00134670405386672,0.00111008274315839,"COL6A2/COL6A1/MATN2/COL14A1/SCARA3/COL6A3",6
"GO:0003429","GO:0003429","growth plate cartilage chondrocyte morphogenesis","6/697","18/18670",3.34754880183279e-05,0.00134670405386672,0.00111008274315839,"COL6A2/COL6A1/MATN2/COL14A1/SCARA3/COL6A3",6
"GO:0090171","GO:0090171","chondrocyte morphogenesis","6/697","18/18670",3.34754880183279e-05,0.00134670405386672,0.00111008274315839,"COL6A2/COL6A1/MATN2/COL14A1/SCARA3/COL6A3",6
"GO:0048871","GO:0048871","multicellular organismal homeostasis","37/697","485/18670",3.35743392930761e-05,0.00134670405386672,0.00111008274315839,"PRKACB/PBLD/SLC40A1/LTBP3/CFTR/MRAP2/CA2/RCN3/TFF1/MFAP2/PIGR/PLAC8/VSIG1/JCHAIN/IHH/TFF3/SPP1/LCN2/TFF2/MUC2/PDK4/LYZ/CLDN18/TNS2/AKT3/CARTPT/WWTR1/CAV1/ADCY5/ID1/CXCR4/CSF1R/CCN2/CDHR1/FABP4/AQP1/CYP4F2",37
"GO:0032967","GO:0032967","positive regulation of collagen biosynthetic process","7/697","26/18670",3.46711233042735e-05,0.00137891170904199,0.0011366313839715,"TGFB1/IHH/TGFB3/MYB/VIM/PDGFRB/CCN2",7
"GO:0035987","GO:0035987","endodermal cell differentiation","9/697","45/18670",3.54852808617569e-05,0.00139848536613441,0.0011527658709038,"COL6A1/ITGA5/FN1/COL11A1/ITGA7/COL8A1/COL5A1/ITGB2/MMP2",9
"GO:0003015","GO:0003015","heart process","26/697","290/18670",3.58442543494478e-05,0.00139848536613441,0.0011527658709038,"ATP1B1/ACE2/FLNA/TNNT1/HSPB7/DES/CHGA/ATP2A3/CACNA1H/GNAO1/ATP1A2/POPDC2/CASQ2/ATP2B4/FXYD6/CHRM2/KCNE4/CYP2J2/WWTR1/PLN/CACNA1C/CAV1/GAA/CXCR4/CCN2/KCNH2",26
"GO:0048469","GO:0048469","cell maturation","19/697","177/18670",3.60572617307188e-05,0.00139848536613441,0.0011527658709038,"PPARG/CFTR/FAM20C/SPINK1/SLC26A3/IHH/C3/CCL21/DEFB1/PABPC1L/GAL/FGFR1/MYOC/AXL/SOX8/CEBPA/CCL19/KLF2/EREG",19
"GO:0007160","GO:0007160","cell-matrix adhesion","22/697","225/18670",3.85892142907081e-05,0.00148441953005158,0.00122360105710399,"ITGB6/CCL28/COL17A1/L1CAM/FN1/CEACAM6/CCL21/ITGA7/ACTN1/JAM3/DDR2/SFRP1/FBLN5/MYOC/FERMT2/EMILIN1/CCN2/SORBS1/ITGB2/COL3A1/APOD/SERPINE1",22
"GO:0052547","GO:0052547","regulation of peptidase activity","35/697","452/18670",4.02405894812758e-05,0.00153535842630591,0.00126558978471278,"PPARG/FABP1/CASP5/XDH/RCN3/SPINK1/SERPING1/SFRP2/FN1/SPOCK1/SPINK4/FBLN1/C3/PCSK1N/MAGEA3/DPEP1/WNT9A/CRYAB/NGFR/CAV1/CD109/PI16/TIMP2/SERPINF1/TIMP3/VIL1/A2M/CCN2/COL6A3/PCOLCE/AQP1/ANTXR1/BST2/SERPINE1/PI3",35
"GO:1901655","GO:1901655","cellular response to ketone","13/697","93/18670",4.05832728104558e-05,0.00153594596209249,0.00126607408810208,"PPARG/CFTR/TGFB1/AKR1C3/TNC/SPP1/FBXO32/SFRP1/ADCY5/KLF9/SERPINF1/KLF2/AQP1",13
"GO:0003417","GO:0003417","growth plate cartilage development","8/697","36/18670",4.33681769573947e-05,0.00160512702250334,0.00132309975836347,"COL6A2/COL6A1/COMP/MATN2/ANXA6/COL14A1/SCARA3/COL6A3",8
"GO:0097242","GO:0097242","amyloid-beta clearance","8/697","36/18670",4.33681769573947e-05,0.00160512702250334,0.00132309975836347,"APOE/MARCO/C3/MYOCD/ITGAM/CLU/ITGB2/LRP4",8
"GO:0045861","GO:0045861","negative regulation of proteolysis","30/697","363/18670",4.34372750602865e-05,0.00160512702250334,0.00132309975836347,"FABP1/GAS1/SPINK1/C4BPA/SERPING1/SFRP2/SPOCK1/SPINK4/C3/TM4SF20/PCSK1N/MAGEA3/DPEP1/WNT9A/MAP1A/CRYAB/NGFR/CD109/PI16/TIMP2/SERPINF1/TIMP3/VIL1/A2M/COL6A3/AQP1/VSIG4/BST2/SERPINE1/PI3",30
"GO:0001894","GO:0001894","tissue homeostasis","22/697","227/18670",4.41457831751942e-05,0.00161825286545788,0.00133391933799673,"PBLD/LTBP3/CA2/RCN3/TFF1/PIGR/VSIG1/JCHAIN/IHH/TFF3/SPP1/TFF2/MUC2/PDK4/LYZ/CLDN18/AKT3/CARTPT/WWTR1/CSF1R/CCN2/CDHR1",22
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","12/697","81/18670",4.44821264956461e-05,0.00161825286545788,0.00133391933799673,"PBLD/TGFB1/HTRA3/TGFB1I1/TGFB3/EMILIN1/CAV1/CD109/TGFBR3/FBN1/LTBP1/ASPN",12
"GO:0010714","GO:0010714","positive regulation of collagen metabolic process","7/697","27/18670",4.53065865689455e-05,0.00162998418831089,0.00134358942031077,"TGFB1/IHH/TGFB3/MYB/VIM/PDGFRB/CCN2",7
"GO:0097090","GO:0097090","presynaptic membrane organization","5/697","12/18670",4.54992390088913e-05,0.00162998418831089,0.00134358942031077,"NLGN2/APOE/PTPRD/LRP4/CEL",5
"GO:0003422","GO:0003422","growth plate cartilage morphogenesis","6/697","19/18670",4.73853989617718e-05,0.00168469452520905,0.00138868693129594,"COL6A2/COL6A1/MATN2/COL14A1/SCARA3/COL6A3",6
"GO:0001655","GO:0001655","urogenital system development","28/697","330/18670",4.88895448363076e-05,0.00172510251065257,0.00142199507141615,"FSTL3/GLIS2/TGFB1/CA2/CD24/HPGD/TNC/SULF1/LAMB2/FGFR1/KANK2/TNS2/SFRP1/SLIT2/ACTA2/WWTR1/ADAMTS1/HEYL/MYOCD/OVOL1/SOX8/SERPINF1/FBN1/PDGFRB/DCN/PTPRO/SIX2/LRP4",28
"GO:0019730","GO:0019730","antimicrobial humoral response","15/697","122/18670",4.96956844459486e-05,0.00174046154555848,0.00143465546220629,"ITLN1/JCHAIN/DEFA5/DEFA6/DEFB1/LCN2/CHGA/DMBT1/REG3A/LYZ/S100A7/PPBP/CLU/CXCL3/PI3",15
"GO:0060047","GO:0060047","heart contraction","25/697","280/18670",5.38820505085054e-05,0.00186360733994996,0.00153616404596232,"ATP1B1/ACE2/FLNA/TNNT1/HSPB7/DES/CHGA/ATP2A3/CACNA1H/GNAO1/ATP1A2/POPDC2/CASQ2/ATP2B4/FXYD6/CHRM2/KCNE4/CYP2J2/PLN/CACNA1C/CAV1/GAA/CXCR4/CCN2/KCNH2",25
"GO:0031099","GO:0031099","regeneration","20/697","198/18670",5.43084759321457e-05,0.00186360733994996,0.00153616404596232,"PPARG/TGFB1/PTPRU/TNC/IHH/SPP1/MATN2/LAMB2/JAM3/PTPRS/SGCA/MAP1B/RGMA/AXL/TGFBR3/NNMT/CXCL12/PRRX1/APOD/FOLR1",20
"GO:1901568","GO:1901568","fatty acid derivative metabolic process","18/697","167/18670",5.44031974372778e-05,0.00186360733994996,0.00153616404596232,"HMGCS2/CYP2C18/GGT6/PLA2G4F/AKR1C3/HPGD/CYP2B6/GSTA1/DPEP1/CYP1B1/GGT5/PTGIS/CYP2J2/OXCT1/PTGDS/ACSL6/GGT1/CYP4F2",18
"GO:1903845","GO:1903845","negative regulation of cellular response to transforming growth factor beta stimulus","12/697","83/18670",5.69101715267803e-05,0.00193535822445782,0.00159530801190631,"PBLD/TGFB1/HTRA3/TGFB1I1/TGFB3/EMILIN1/CAV1/CD109/TGFBR3/FBN1/LTBP1/ASPN",12
"GO:0003180","GO:0003180","aortic valve morphogenesis","7/697","28/18670",5.84746561463119e-05,0.0019742558366521,0.00162737115742292,"TGFB1/NFATC1/SLIT3/SLIT2/EMILIN1/HEYL/ELN",7
"GO:0046850","GO:0046850","regulation of bone remodeling","9/697","48/18670",6.07690265064895e-05,0.00203706458139254,0.00167914415346879,"LTBP3/CA2/SPP1/PDK4/CLDN18/SFRP1/CARTPT/GREM1/CSF1R",9
"GO:0006720","GO:0006720","isoprenoid metabolic process","16/697","139/18670",6.34009235218949e-05,0.00208624305838389,0.00171968177454906,"AKR1B10/HMGCS2/CYP2C18/ADH6/CYP3A5/ADH4/ADH1C/DHRS9/AKR1C3/APOE/CRABP2/RBP2/ADH1B/SDR16C5/CYP1B1/HSPG2",16
"GO:1990868","GO:1990868","response to chemokine","13/697","97/18670",6.35697330809495e-05,0.00208624305838389,0.00171968177454906,"PADI2/CCL21/TFF2/PPBP/SLIT3/SLIT2/ACKR1/CXCR4/CCL20/CXCL12/CCL19/CXCL3/CCL5",13
"GO:1990869","GO:1990869","cellular response to chemokine","13/697","97/18670",6.35697330809495e-05,0.00208624305838389,0.00171968177454906,"PADI2/CCL21/TFF2/PPBP/SLIT3/SLIT2/ACKR1/CXCR4/CCL20/CXCL12/CCL19/CXCL3/CCL5",13
"GO:0010770","GO:0010770","positive regulation of cell morphogenesis involved in differentiation","17/697","154/18670",6.44254316240701e-05,0.00209964271258167,0.00173072705569048,"OLFM4/FLNA/OBSL1/PTPRD/L1CAM/FN1/CRABP2/MAP1B/METRN/SLIT2/NTN1/MYOC/MYADM/DBN1/NGFR/LIMS2/CXCL12",17
"GO:0097305","GO:0097305","response to alcohol","22/697","233/18670",6.53648118581585e-05,0.00211556594517475,0.0017438525123683,"PPARG/CFTR/TGFB1/ADH6/APOBEC1/AKR1C3/HPGD/TNC/CCL21/CLDN18/KCNMB1/SLIT3/SFRP1/SLIT2/GGH/ADCY5/KLF9/TGFBR3/OXCT1/CCL19/KLF2/MAOB",22
"GO:0060537","GO:0060537","muscle tissue development","32/697","408/18670",6.70124149833129e-05,0.00215403605148416,0.0017755632665009,"XK/TGFB1/OBSL1/IHH/COL11A1/MYH11/FGFR1/JPH2/POPDC2/CSRP1/MYLK/MEOX2/ASB2/CFL2/HEG1/PLN/CAV1/PGM5/SVIL/HEYL/MYOCD/PI16/SOX8/MYH10/GREM1/TGFBR3/SMYD1/PDGFRB/IGFBP5/DCN/COL3A1/ELN",32
